game_id,game_date,home_team_id,away_team_id,home_score,away_score,status
747060,2024-03-28,BAL,LAA,11,3,Final
746737,2024-03-28,CIN,WSH,8,2,Final
745445,2024-03-28,SD,SF,6,4,Final
746165,2024-03-28,LAD,STL,7,1,Final
745116,2024-03-28,TB,TOR,2,8,Final
746335,2024-03-28,KC,MIN,1,4,Final
746821,2024-03-28,CWS,DET,0,1,Final
746089,2024-03-28,MIA,PIT,5,6,Final
746418,2024-03-28,HOU,NYY,4,5,Final
745039,2024-03-28,TEX,CHC,4,3,Final
745687,2024-03-28,OAK,CLE,0,8,Final
747224,2024-03-28,ARI,COL,16,1,Final
745283,2024-03-28,SEA,BOS,4,6,Final
745848,2024-03-29,NYM,MIL,,,Postponed
745604,2024-03-29,PHI,ATL,,,Postponed
745848,2024-03-29,NYM,MIL,1,3,Final
745604,2024-03-29,PHI,ATL,3,9,Final
745117,2024-03-29,TB,TOR,8,2,Final
746091,2024-03-29,MIA,PIT,2,7,Final
746412,2024-03-29,HOU,NYY,1,7,Final
747223,2024-03-29,ARI,COL,7,3,Final
745682,2024-03-29,OAK,CLE,4,6,Final
745276,2024-03-29,SEA,BOS,1,0,Final
745435,2024-03-29,SD,SF,3,8,Final
746167,2024-03-29,LAD,STL,6,3,Final
745850,2024-03-30,NYM,MIL,6,7,Final
746818,2024-03-30,CWS,DET,6,7,Final
747063,2024-03-30,BAL,LAA,13,4,Final
745599,2024-03-30,PHI,ATL,4,12,Final
745684,2024-03-30,OAK,CLE,3,12,Final
746736,2024-03-30,CIN,WSH,6,7,Final
745119,2024-03-30,TB,TOR,5,1,Final
746333,2024-03-30,KC,MIN,1,5,Final
746087,2024-03-30,MIA,PIT,3,9,Final
745037,2024-03-30,TEX,CHC,11,2,Final
745436,2024-03-30,SD,SF,6,9,Final
746410,2024-03-30,HOU,NYY,3,5,Final
747221,2024-03-30,ARI,COL,4,9,Final
746168,2024-03-30,LAD,STL,5,6,Final
745278,2024-03-30,SEA,BOS,4,3,Final
747062,2024-03-31,BAL,LAA,1,4,Final
745602,2024-03-31,PHI,ATL,5,4,Final
746739,2024-03-31,CIN,WSH,6,5,Final
745115,2024-03-31,TB,TOR,2,9,Final
746090,2024-03-31,MIA,PIT,7,9,Final
745845,2024-03-31,NYM,MIL,1,4,Final
746332,2024-03-31,KC,MIN,11,0,Final
746815,2024-03-31,CWS,DET,2,3,Final
746413,2024-03-31,HOU,NYY,3,4,Final
745035,2024-03-31,TEX,CHC,5,9,Final
745683,2024-03-31,OAK,CLE,4,3,Final
747222,2024-03-31,ARI,COL,5,1,Final
745279,2024-03-31,SEA,BOS,1,5,Final
745438,2024-03-31,SD,SF,13,4,Final
746166,2024-03-31,LAD,STL,5,4,Final
746817,2024-04-01,CWS,ATL,0,9,Completed Early
746899,2024-04-01,CHC,COL,5,0,Final
744875,2024-04-01,WSH,PIT,4,8,Final
747058,2024-04-01,BAL,KC,6,4,Final
745600,2024-04-01,PHI,CIN,3,6,Final
746085,2024-04-01,MIA,LAA,4,7,Final
745109,2024-04-01,TB,TEX,3,9,Final
745842,2024-04-01,NYM,DET,0,5,Final
746409,2024-04-01,HOU,TOR,10,0,Final
745675,2024-04-01,OAK,BOS,0,9,Final
745277,2024-04-01,SEA,CLE,5,4,Final
745437,2024-04-01,SD,STL,2,6,Final
747218,2024-04-01,ARI,NYY,2,5,Final
746170,2024-04-01,LAD,SF,8,3,Final
746009,2024-04-02,MIL,MIN,3,2,Final
747057,2024-04-02,BAL,KC,1,4,Final
745598,2024-04-02,PHI,CIN,9,4,Final
746086,2024-04-02,MIA,LAA,1,3,Final
745111,2024-04-02,TB,TEX,5,2,Final
746898,2024-04-02,CHC,COL,12,2,Final
746814,2024-04-02,CWS,ATL,3,2,Final
746411,2024-04-02,HOU,TOR,1,2,Final
745680,2024-04-02,OAK,BOS,4,5,Final
745273,2024-04-02,SEA,CLE,2,5,Final
745439,2024-04-02,SD,STL,2,5,Final
747220,2024-04-02,ARI,NYY,7,0,Final
746169,2024-04-02,LAD,SF,5,4,Final
745844,2024-04-04,NYM,DET,,,Postponed
747059,2024-04-03,BAL,KC,4,3,Final
745114,2024-04-03,TB,TEX,1,4,Final
746083,2024-04-03,MIA,LAA,2,10,Final
746008,2024-04-03,MIL,MIN,3,7,Final
745678,2024-04-03,OAK,BOS,0,1,Final
747219,2024-04-03,ARI,NYY,5,6,Final
745603,2024-04-03,PHI,CIN,1,4,Final
745275,2024-04-03,SEA,CLE,0,8,Final
745440,2024-04-03,SD,STL,3,2,Final
744869,2024-04-03,WSH,PIT,5,3,Final
746900,2024-04-03,CHC,COL,9,8,Final
746407,2024-04-03,HOU,TOR,8,0,Final
746163,2024-04-03,LAD,SF,5,4,Final
746816,2024-06-27,CWS,ATL,,,Postponed
745843,2024-04-04,NYM,DET,,,Postponed
745844,2024-04-04,NYM,DET,3,6,Final
745843,2024-04-04,NYM,DET,2,1,Final
744870,2024-04-04,WSH,PIT,4,7,Final
745928,2024-04-04,MIN,CLE,2,4,Final
745200,2024-04-04,STL,MIA,8,5,Final
746327,2024-04-04,KC,CWS,10,1,Final
745764,2024-04-05,NYY,TOR,0,3,Final
746497,2024-04-05,DET,OAK,5,4,Final
746897,2024-04-05,CHC,LAD,9,7,Final
746576,2024-04-05,COL,TB,10,7,Final
745524,2024-04-05,PIT,BAL,2,5,Final
745361,2024-04-05,SF,SD,3,2,Final
746733,2024-04-05,CIN,NYM,2,3,Final
744874,2024-04-05,WSH,PHI,0,4,Final
747143,2024-04-05,ATL,ARI,6,5,Final
746328,2024-04-05,KC,CWS,2,1,Final
745033,2024-04-05,TEX,HOU,10,2,Final
746007,2024-04-05,MIL,SEA,6,5,Final
746249,2024-04-05,LAA,BOS,6,8,Final
746498,2024-04-06,DET,OAK,0,4,Final
745926,2024-04-06,MIN,CLE,1,3,Final
745197,2024-04-06,STL,MIA,3,1,Final
746896,2024-04-06,CHC,LAD,1,4,Final
745522,2024-04-06,PIT,BAL,5,4,Final
