game_id,game_date,home_team_id,away_team_id,home_score,away_score,status
634642,2021-04-01,NYY,TOR,2,3,Final
634645,2021-04-01,DET,CLE,3,2,Final
634638,2021-04-01,MIL,MIN,6,5,Final
634634,2021-04-01,CHC,PIT,3,5,Final
634622,2021-04-01,PHI,ATL,3,2,Final
634615,2021-04-01,COL,LAD,8,5,Final
634618,2021-04-01,SD,ARI,8,7,Final
634636,2021-04-01,CIN,STL,6,11,Final
634630,2021-04-01,KC,TEX,14,10,Final
634652,2021-04-01,MIA,TB,0,1,Final
634655,2021-04-01,LAA,CWS,4,3,Final
634640,2021-04-01,OAK,HOU,1,8,Final
634625,2021-04-01,SEA,SF,8,7,Final
634627,2021-04-02,BOS,BAL,,,Postponed
634647,2021-06-19,WSH,NYM,,,Postponed
634627,2021-04-02,BOS,BAL,0,3,Final
634602,2021-04-02,MIA,TB,4,6,Final
634653,2021-04-02,COL,LAD,6,11,Final
634631,2021-04-02,LAA,CWS,8,12,Final
634605,2021-04-02,OAK,HOU,5,9,Final
634576,2021-04-02,SD,ARI,4,2,Final
634578,2021-04-02,SEA,SF,3,6,Final
634644,2021-04-03,NYY,TOR,5,3,Final
634577,2021-04-03,BOS,BAL,2,4,Final
634573,2021-04-03,DET,CLE,5,2,Final
634604,2021-04-03,KC,TEX,11,4,Final
634643,2021-04-03,CHC,PIT,5,1,Final
634580,2021-04-03,PHI,ATL,4,0,Final
634629,2021-04-03,OAK,HOU,1,9,Final
634654,2021-04-03,CIN,STL,9,6,Final
634596,2021-04-03,MIA,TB,12,7,Final
634575,2021-04-03,MIL,MIN,0,2,Final
634633,2021-04-03,COL,LAD,5,6,Final
634623,2021-04-03,SD,ARI,7,0,Final
634646,2021-04-03,LAA,CWS,5,3,Final
634639,2021-04-03,SEA,SF,4,0,Final
634620,2021-06-28,WSH,NYM,,,Postponed
634617,2021-04-04,PHI,ATL,2,1,Final
634607,2021-04-04,NYY,TOR,1,3,Final
634610,2021-04-04,BOS,BAL,3,11,Final
634611,2021-04-04,DET,CLE,3,9,Final
634560,2021-04-04,CIN,STL,12,1,Final
634593,2021-04-04,KC,TEX,3,7,Final
634597,2021-04-04,MIL,MIN,2,8,Final
634613,2021-04-04,CHC,PIT,4,3,Final
634557,2021-04-04,COL,LAD,2,4,Final
634651,2021-04-04,OAK,HOU,2,9,Final
634572,2021-04-04,SD,ARI,1,3,Final
634637,2021-04-04,LAA,CWS,7,4,Final
634556,2021-09-04,WSH,NYM,,,Postponed
634588,2021-04-05,DET,MIN,6,15,Final
634612,2021-04-05,TEX,TOR,2,6,Final
634616,2021-04-05,CLE,KC,0,3,Final
634587,2021-04-05,NYY,BAL,7,0,Final
634558,2021-04-05,CIN,PIT,5,3,Final
634562,2021-04-05,MIA,STL,1,4,Final
634606,2021-04-05,PHI,NYM,5,3,Final
634601,2021-04-05,BOS,TB,11,2,Final
634566,2021-04-05,CHC,MIL,5,3,Final
634552,2021-04-05,LAA,HOU,7,6,Final
634600,2021-04-05,OAK,LAD,3,10,Final
634591,2021-04-05,SD,SF,2,3,Final
634551,2021-04-05,SEA,CWS,0,6,Final
634595,2021-04-07,WSH,ATL,,,Postponed
634603,2021-04-06,DET,MIN,4,3,Final
634624,2021-04-06,WSH,ATL,6,5,Final
634586,2021-04-06,LAA,HOU,2,4,Final
634599,2021-04-06,NYY,BAL,7,2,Final
634530,2021-04-06,CIN,PIT,14,1,Final
634594,2021-04-06,MIA,STL,2,4,Final
634608,2021-04-06,PHI,NYM,4,8,Final
634590,2021-04-06,BOS,TB,6,5,Final
634559,2021-04-06,CHC,MIL,0,4,Final
634635,2021-04-06,TEX,TOR,7,4,Final
634619,2021-04-06,COL,ARI,8,10,Final
634628,2021-04-06,OAK,LAD,1,5,Final
634529,2021-04-06,SD,SF,3,1,Final
634609,2021-04-06,SEA,CWS,4,10,Final
634527,2021-04-07,WSH,ATL,6,7,Final
634595,2021-04-07,WSH,ATL,0,2,Final
634570,2021-04-07,CIN,PIT,11,4,Final
634589,2021-04-07,CLE,KC,4,2,Final
634641,2021-04-07,BOS,TB,9,2,Final
634598,2021-04-07,DET,MIN,2,3,Final
634583,2021-04-07,TEX,TOR,2,1,Final
634549,2021-04-07,CHC,MIL,2,4,Final
634567,2021-04-07,OAK,LAD,4,3,Final
634626,2021-04-07,PHI,NYM,8,2,Final
634563,2021-04-07,SD,SF,2,3,Final
634592,2021-04-07,SEA,CWS,8,4,Final
634585,2021-04-07,MIA,STL,0,7,Final
634539,2021-04-07,NYY,BAL,3,4,Final
634542,2021-04-07,COL,ARI,8,0,Final
634584,2021-04-08,NYM,MIA,3,2,Final
634555,2021-04-08,PIT,CHC,2,4,Final
634544,2021-04-08,BAL,BOS,3,7,Final
634564,2021-04-08,COL,ARI,7,3,Final
634550,2021-04-08,MIN,SEA,10,2,Final
634565,2021-04-08,CWS,KC,6,0,Final
634568,2021-04-08,STL,MIL,3,1,Final
634545,2021-04-08,TOR,LAA,5,7,Final
634546,2021-04-08,HOU,OAK,6,2,Final
634499,2021-04-09,TB,NYY,10,5,Final
634533,2021-04-09,LAD,WSH,1,0,Final
634494,2021-04-09,SF,COL,3,1,Final
634512,2021-04-09,TOR,LAA,1,7,Final
634505,2021-04-09,CLE,DET,4,1,Final
634534,2021-04-09,ATL,PHI,8,1,Final
634478,2021-04-09,TEX,SD,0,3,Final
634537,2021-04-09,HOU,OAK,2,6,Final
634540,2021-04-09,ARI,CIN,5,6,Final
632201,2021-04-10,NYM,MIA,0,3,Final
632217,2021-04-10,TB,NYY,4,0,Final
632205,2021-04-10,MIN,SEA,3,4,Final
632222,2021-04-10,STL,MIL,5,9,Final
632202,2021-04-10,HOU,OAK,3,7,Final
632169,2021-04-10,SF,COL,4,3,Final
632218,2021-04-10,CLE,DET,11,3,Final
632195,2021-04-10,PIT,CHC,8,2,Final
634491,2021-04-10,BAL,BOS,4,6,Final
632193,2021-04-10,TEX,SD,4,7,Final
632227,2021-04-10,TOR,LAA,15,1,Final
634524,2021-04-10,ATL,PHI,5,4,Final
634484,2021-04-10,ARI,CIN,8,3,Final
632191,2021-04-10,LAD,WSH,9,5,Final
634656,2021-05-14,CWS,KC,,,Postponed
632200,2021-04-11,BAL,BOS,9,14,Final
632225,2021-04-11,PIT,CHC,7,1,Final
632228,2021-04-11,CLE,DET,5,2,Final
632192,2021-04-11,NYM,MIA,6,5,Final
632232,2021-04-11,TB,NYY,4,8,Final
632215,2021-04-11,MIN,SEA,6,8,Final
632170,2021-04-11,CWS,KC,3,4,Final
632196,2021-04-11,STL,MIL,3,9,Final
632233,2021-04-11,TEX,SD,0,2,Final
632188,2021-04-11,SF,COL,4,0,Final
632209,2021-04-11,ARI,CIN,7,0,Final
632214,2021-04-11,LAD,WSH,3,0,Final
632207,2021-04-11,ATL,PHI,6,7,Final
632208,2021-08-10,TOR,LAA,,,Postponed
632198,2021-04-12,PIT,SD,2,6,Final
632203,2021-04-12,TOR,NYY,1,3,Final
632204,2021-04-12,TB,TEX,1,0,Final
632219,2021-04-12,ATL,MIA,3,5,Final
632221,2021-04-12,MIL,CHC,6,3,Final
632230,2021-04-12,STL,WSH,2,5,Final
632220,2021-04-12,HOU,DET,2,6,Final
632197,2021-04-12,KC,LAA,3,10,Final
632216,2021-04-12,CWS,CLE,4,3,Final
